,Strain,Site,Project,Species,Host.family..plant..or.order.or.class..lichen.,Plant.or.Lichen.host,Site.Host,RICHNESS,ln_richness,Location,Habitat,Latitude,Longitude,Mean_annual_temperature,Mean_precipitation_driest_quarter,Mean_precipitation_wettest_quarter,Mean_annual_precipitation
1277,LG0279,"Tucson, First/River/CAC",Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1279,LG0281,"Tucson, First/River/CAC",Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1281,LG0283,"Tucson, First/River/CAC",Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1283,LG0286,"Tucson, First/River/CAC",Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1285,LG0287,"Tucson, First/River/CAC",Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1287,LG0289,"Tucson, First/River/CAC",Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1289,LG0290,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1291,LG0291,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1293,LG0292,Tucson Mountains foothills,Arizona,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm,7,1.945910149,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1294,LG0294,Tucson Mountains foothills,Arizona,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm,7,1.945910149,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1295,LG0295,Tucson Mountains foothills,Arizona,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm,7,1.945910149,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1296,LG0296A,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1298,LG0296B,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1300,LG0297,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1302,LG0300,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1304,LG0301,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1306,LG0303,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1308,LG0304,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1310,LG0305,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1312,LG0307,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1314,LG0308,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1316,LG0309,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1318,LG0310,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1320,LG0311,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1322,LG0312,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1324,LG0313,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1326,LG0315,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1328,LG0316,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1330,LG0317A,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1332,LG0317B,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1334,LG0318A,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1336,LG0318B,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1338,LG0319A,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1340,LG0319B,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1342,LG0320,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1344,LG0321,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1346,LG0322,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1348,LG0323,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1350,LG0324,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1352,LG0325,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1354,LG0326,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1356,LG0327A,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1358,LG0327B,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1360,LG0328A,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1362,LG0328B,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1364,LG0329,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1366,LG0330,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1368,LG0333,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1370,LG0334,Tucson Mountains foothills,Arizona,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm,7,1.945910149,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1371,LG0335,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1373,LG0336,Tucson Mountains,Arizona,Phoradendron californicum,Viscaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1375,LG0337A,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1377,LG0337B,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1379,LG0338B,Tucson Mountains foothills,Arizona,Krameria grayi,Krameriaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm,7,1.945910149,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1380,LG0339,Tucson Mountains foothills,Arizona,Krameria grayi,Krameriaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm,7,1.945910149,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1381,LG0340,Tucson Mountains foothills,Arizona,Simmondsia chinensis,Simmondsiaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm,7,1.945910149,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1382,LG0341,"Tucson, First/River/CAC",Arizona,Phoradendron californicum,Viscaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1384,LG0342,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1386,LG0343,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1388,LG0345,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1390,LG0346,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1392,LG0347,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1394,LG0348,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1396,LG0349,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1398,LG0350,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1400,LG0351,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1402,LG0352,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1404,LG0353,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1406,LG0354,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1408,LG0355,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1410,LG0356,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1412,LG0357,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1414,LG0358,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1416,LG0359,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1418,LG0362,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1420,LG0363,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1422,LG0364,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1424,LG0365,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1426,LG0366,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1428,LG0367,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1430,LG0368,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1432,LG0369,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1434,LG0370A,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1436,LG0370B,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1438,LG0370C,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
1440,LG0372,"Tucson, First/River/CAC",Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
1442,LG0373,Tucson Mountains,Arizona,Phoradendron californicum,Viscaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1444,LG0379,Tucson Mountains foothills,Arizona,Krameria grayi,Krameriaceae,Plant-angiosperm,Tucson Mountains foothills_Plant-angiosperm,7,1.945910149,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1445,LG0380,Tucson Mountains,Arizona,Phoradendron californicum,Viscaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1447,LG0381,Tucson Mountains,Arizona,Phoradendron californicum,Viscaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1449,LG0382,Tucson Mountains,Arizona,Phoradendron californicum,Viscaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1451,LG0383,Tucson Mountains,Arizona,Phoradendron californicum,Viscaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1453,LG0384,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1455,LG0385,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1457,LG0386,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1459,LG0387,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1461,LG0388,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1463,LG0389A,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1465,LG0389B,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1467,LG0391,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1469,LG0392A,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1471,LG0393A,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1473,LG0393B,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1475,LG0394,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1477,LG0395,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1479,LG0396B,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1481,LG0397,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1483,LG0398,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
1485,LG0399,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
1487,LG0401,Tucson Mountains,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Tucson Mountains_Plant-angiosperm,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
